station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
BWI,2019-07-10 02:15,M,M,M,200.00,4.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100215Z AUTO 20004KT 10SM CLR 25/21 A3006 RMK T02500210 MADISHF
BWI,2019-07-10 02:20,M,M,M,190.00,2.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100220Z AUTO 19002KT 10SM CLR 25/21 A3006 RMK T02500210 MADISHF
BWI,2019-07-10 02:25,M,M,M,190.00,2.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100225Z AUTO 19002KT 10SM CLR 25/21 A3006 RMK T02500210 MADISHF
BWI,2019-07-10 02:30,M,M,M,200.00,2.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100230Z AUTO 20002KT 10SM CLR 25/21 A3006 RMK T02500210 MADISHF
BWI,2019-07-10 02:35,M,M,M,200.00,4.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100235Z AUTO 20004KT 10SM CLR 25/21 A3006 RMK T02500210 MADISHF
BWI,2019-07-10 02:40,M,M,M,210.00,2.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100240Z AUTO 21002KT 10SM CLR 25/20 A3006 RMK T02500200 MADISHF
BWI,2019-07-10 02:45,M,M,M,210.00,2.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100245Z AUTO 21002KT 10SM CLR 24/20 A3006 RMK T02400200 MADISHF
BWI,2019-07-10 02:50,M,M,M,200.00,2.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100250Z AUTO 20002KT 10SM CLR 24/20 A3006 RMK T02400200 MADISHF
BWI,2019-07-10 02:54,75.90,68.00,76.53,210.00,3.00,0.00,30.07,1018.20,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,75.90,KBWI 100254Z 21003KT 10SM BKN250 24/20 A3007 RMK AO2 SLP182 T02440200 51015
BWI,2019-07-10 02:55,M,M,M,200.00,4.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100255Z AUTO 20004KT 10SM CLR 24/20 A3006 RMK T02400200 MADISHF
BWI,2019-07-10 03:00,M,M,M,200.00,2.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100300Z AUTO 20002KT 10SM CLR 24/20 A3006 RMK T02400200 MADISHF
BWI,2019-07-10 03:05,M,M,M,190.00,5.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100305Z AUTO 19005KT 10SM CLR 25/20 A3006 RMK T02500200 MADISHF
BWI,2019-07-10 03:10,M,M,M,200.00,5.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100310Z AUTO 20005KT 10SM CLR 24/20 A3006 RMK T02400200 MADISHF
BWI,2019-07-10 03:15,M,M,M,200.00,5.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100315Z AUTO 20005KT 10SM CLR 24/20 A3006 RMK T02400200 MADISHF
BWI,2019-07-10 03:20,M,M,M,200.00,4.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100320Z AUTO 20004KT 10SM CLR 24/20 A3006 RMK T02400200 MADISHF
BWI,2019-07-10 03:25,M,M,M,190.00,5.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100325Z AUTO 19005KT 10SM CLR 24/20 A3006 RMK T02400200 MADISHF
BWI,2019-07-10 03:30,M,M,M,200.00,4.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100330Z AUTO 20004KT 10SM CLR 24/20 A3006 RMK T02400200 MADISHF
BWI,2019-07-10 03:35,M,M,M,210.00,4.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100335Z AUTO 21004KT 10SM CLR 24/20 A3006 RMK T02400200 MADISHF
BWI,2019-07-10 03:40,M,M,M,210.00,2.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100340Z AUTO 21002KT 10SM CLR 24/20 A3006 RMK T02400200 MADISHF
BWI,2019-07-10 03:45,M,M,M,210.00,2.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100345Z AUTO 21002KT 10SM CLR 24/20 A3006 RMK T02400200 MADISHF
BWI,2019-07-10 03:50,M,M,M,220.00,2.00,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100350Z AUTO 22002KT 10SM 24/20 A3007 RMK T02400200 MADISHF
BWI,2019-07-10 03:54,75.00,68.00,78.86,210.00,3.00,0.00,30.07,1018.20,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,75.00,KBWI 100354Z 21003KT 10SM BKN250 24/20 A3007 RMK AO2 SLP182 T02390200
BWI,2019-07-10 03:55,M,M,M,220.00,4.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100355Z AUTO 22004KT 10SM CLR 24/20 A3006 RMK T02400200 MADISHF
BWI,2019-07-10 04:00,M,M,M,220.00,4.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100400Z AUTO 22004KT 10SM CLR 24/20 A3006 RMK T02400200 MADISHF
BWI,2019-07-10 04:05,M,M,M,230.00,4.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100405Z AUTO 23004KT 10SM CLR 23/20 A3007 RMK T02300200 MADISHF
BWI,2019-07-10 04:10,M,M,M,230.00,4.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100410Z AUTO 23004KT 10SM CLR 23/20 A3007 RMK T02300200 MADISHF
BWI,2019-07-10 04:15,M,M,M,230.00,4.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100415Z AUTO 23004KT 10SM CLR 23/20 A3007 RMK T02300200 MADISHF
BWI,2019-07-10 04:20,M,M,M,220.00,4.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100420Z AUTO 22004KT 10SM CLR 23/20 A3006 RMK T02300200 MADISHF
BWI,2019-07-10 04:25,M,M,M,220.00,4.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100425Z AUTO 22004KT 10SM CLR 23/20 A3006 RMK T02300200 MADISHF
BWI,2019-07-10 04:30,M,M,M,220.00,2.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100430Z AUTO 22002KT 10SM CLR 23/20 A3006 RMK T02300200 MADISHF
BWI,2019-07-10 04:35,M,M,M,220.00,4.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100435Z AUTO 22004KT 10SM CLR 23/19 A3006 RMK T02300190 MADISHF
BWI,2019-07-10 04:40,M,M,M,220.00,4.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100440Z AUTO 22004KT 10SM CLR 23/19 A3006 RMK T02300190 MADISHF
BWI,2019-07-10 04:45,M,M,M,220.00,2.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100445Z AUTO 22002KT 10SM CLR 23/19 A3006 RMK T02300190 MADISHF
BWI,2019-07-10 04:50,M,M,M,210.00,4.00,M,30.07,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100450Z AUTO 21004KT 10SM 23/19 A3006 RMK T02300190 MADISHF
BWI,2019-07-10 04:54,73.90,66.90,78.77,200.00,4.00,0.00,30.07,1018.00,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,73.90,KBWI 100454Z 20004KT 10SM BKN250 23/19 A3007 RMK AO2 SLP180 T02330194 403060178
BWI,2019-07-10 04:55,M,M,M,200.00,4.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100455Z AUTO 20004KT 10SM CLR 23/19 A3006 RMK T02300190 MADISHF
BWI,2019-07-10 05:00,M,M,M,190.00,4.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100500Z AUTO 19004KT 10SM CLR 23/19 A3005 RMK T02300190 MADISHF
BWI,2019-07-10 05:05,M,M,M,200.00,4.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100505Z AUTO 20004KT 10SM CLR 23/19 A3005 RMK T02300190 MADISHF
BWI,2019-07-10 05:10,M,M,M,200.00,4.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100510Z AUTO 20004KT 10SM CLR 23/19 A3005 RMK T02300190 MADISHF
BWI,2019-07-10 05:15,M,M,M,190.00,2.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100515Z AUTO 19002KT 10SM CLR 23/19 A3005 RMK T02300190 MADISHF
BWI,2019-07-10 05:20,M,M,M,200.00,2.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100520Z AUTO 20002KT 10SM CLR 23/19 A3005 RMK T02300190 MADISHF
BWI,2019-07-10 05:25,M,M,M,200.00,2.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100525Z AUTO 20002KT 10SM CLR 23/19 A3005 RMK T02300190 MADISHF
BWI,2019-07-10 05:30,M,M,M,210.00,2.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100530Z AUTO 21002KT 10SM CLR 23/19 A3005 RMK T02300190 MADISHF
BWI,2019-07-10 05:35,M,M,M,220.00,2.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100535Z AUTO 22002KT 10SM CLR 23/19 A3005 RMK T02300190 MADISHF
BWI,2019-07-10 05:40,M,M,M,230.00,2.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100540Z AUTO 23002KT 10SM CLR 23/19 A3006 RMK T02300190 MADISHF
BWI,2019-07-10 05:45,M,M,M,240.00,2.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100545Z AUTO 24002KT 10SM CLR 22/19 A3006 RMK T02200190 MADISHF
BWI,2019-07-10 05:50,M,M,M,0.00,0.00,M,30.07,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100550Z AUTO 00000KT 10SM 22/19 A3006 RMK T02200190 MADISHF
BWI,2019-07-10 05:54,71.10,66.00,83.93,240.00,3.00,0.00,30.07,1018.00,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,71.10,KBWI 100554Z 24003KT 10SM BKN250 22/19 A3007 RMK AO2 SLP180 T02170189 10272 20217 55002
BWI,2019-07-10 05:55,M,M,M,240.00,2.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100555Z AUTO 24002KT 10SM CLR 22/19 A3006 RMK T02200190 MADISHF
BWI,2019-07-10 06:00,M,M,M,230.00,2.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100600Z AUTO 23002KT 10SM CLR 22/19 A3006 RMK T02200190 MADISHF
BWI,2019-07-10 06:05,M,M,M,230.00,4.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100605Z AUTO 23004KT 10SM CLR 22/19 A3005 RMK T02200190 MADISHF
BWI,2019-07-10 06:10,M,M,M,230.00,2.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100610Z AUTO 23002KT 10SM CLR 22/19 A3006 RMK T02200190 MADISHF
BWI,2019-07-10 06:15,M,M,M,240.00,2.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100615Z AUTO 24002KT 10SM CLR 22/19 A3006 RMK T02200190 MADISHF
BWI,2019-07-10 06:20,M,M,M,250.00,2.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100620Z AUTO 25002KT 10SM CLR 22/19 A3006 RMK T02200190 MADISHF
BWI,2019-07-10 06:25,M,M,M,240.00,2.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100625Z AUTO 24002KT 10SM CLR 22/19 A3005 RMK T02200190 MADISHF
BWI,2019-07-10 06:30,M,M,M,0.00,0.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100630Z AUTO 00000KT 10SM CLR 21/19 A3005 RMK T02100190 MADISHF
BWI,2019-07-10 06:35,M,M,M,0.00,0.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100635Z AUTO 00000KT 10SM CLR 22/19 A3005 RMK T02200190 MADISHF
BWI,2019-07-10 06:40,M,M,M,0.00,0.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100640Z AUTO 00000KT 10SM CLR 22/19 A3005 RMK T02200190 MADISHF
BWI,2019-07-10 06:45,M,M,M,0.00,0.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100645Z AUTO 00000KT 10SM CLR 21/19 A3005 RMK T02100190 MADISHF
BWI,2019-07-10 06:50,M,M,M,0.00,0.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100650Z AUTO 00000KT 10SM CLR 21/19 A3005 RMK T02100190 MADISHF
BWI,2019-07-10 06:54,70.00,66.00,87.14,220.00,3.00,0.00,30.06,1017.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,70.00,KBWI 100654Z 22003KT 10SM CLR 21/19 A3006 RMK AO2 SLP176 T02110189
BWI,2019-07-10 06:55,M,M,M,220.00,2.00,M,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100655Z AUTO 22002KT 10SM CLR 21/19 A3004 RMK T02100190 MADISHF
BWI,2019-07-10 07:00,M,M,M,220.00,2.00,M,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100700Z AUTO 22002KT 10SM CLR 21/19 A3004 RMK T02100190 MADISHF
BWI,2019-07-10 07:05,M,M,M,220.00,2.00,M,30.05,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100705Z AUTO 22002KT 10SM 22/19 A3004 RMK T02200190 MADISHF
BWI,2019-07-10 07:10,M,M,M,230.00,2.00,M,30.05,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100710Z AUTO 23002KT 10SM 22/19 A3004 RMK T02200190 MADISHF
BWI,2019-07-10 07:15,M,M,M,220.00,2.00,M,30.05,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100715Z AUTO 22002KT 10SM 22/19 A3004 RMK T02200190 MADISHF
BWI,2019-07-10 07:20,M,M,M,0.00,0.00,M,30.05,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100720Z AUTO 00000KT 10SM 21/19 A3004 RMK T02100190 MADISHF
BWI,2019-07-10 07:25,M,M,M,230.00,2.00,M,30.05,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100725Z AUTO 23002KT 10SM 21/19 A3004 RMK T02100190 MADISHF
BWI,2019-07-10 07:30,M,M,M,240.00,2.00,M,30.05,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100730Z AUTO 24002KT 10SM 21/19 A3004 RMK T02100190 MADISHF
BWI,2019-07-10 07:35,M,M,M,230.00,2.00,M,30.05,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100735Z AUTO 23002KT 10SM 21/19 A3004 RMK T02100190 MADISHF
BWI,2019-07-10 07:40,M,M,M,0.00,0.00,M,30.05,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100740Z AUTO 00000KT 10SM 21/19 A3004 RMK T02100190 MADISHF
BWI,2019-07-10 07:45,M,M,M,240.00,2.00,M,30.05,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100745Z AUTO 24002KT 10SM 21/19 A3004 RMK T02100190 MADISHF
BWI,2019-07-10 07:50,M,M,M,0.00,0.00,M,30.06,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100750Z AUTO 00000KT 10SM 21/19 A3005 RMK T02100190 MADISHF
BWI,2019-07-10 07:54,69.10,66.90,92.71,0.00,0.00,0.00,30.06,1017.60,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,69.10,KBWI 100754Z 00000KT 10SM SCT250 21/19 A3006 RMK AO2 SLP176 T02060194
BWI,2019-07-10 07:55,M,M,M,0.00,0.00,M,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100755Z AUTO 00000KT 10SM CLR 21/19 A3004 RMK T02100190 MADISHF
BWI,2019-07-10 08:00,M,M,M,0.00,0.00,M,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100800Z AUTO 00000KT 10SM CLR 21/19 A3004 RMK T02100190 MADISHF
BWI,2019-07-10 08:05,M,M,M,0.00,0.00,M,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100805Z AUTO 00000KT 10SM CLR 21/19 A3004 RMK T02100190 MADISHF
BWI,2019-07-10 08:10,M,M,M,0.00,0.00,M,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100810Z AUTO 00000KT 10SM CLR 21/19 A3004 RMK T02100190 MADISHF
BWI,2019-07-10 08:15,M,M,M,0.00,0.00,M,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 100815Z AUTO 00000KT 10SM CLR 21/19 A3004 RMK T02100190 MADISHF
